,State,Country,Lat,Long,Date,Confirmed,Death,Recovered,state_cleaned,City
14935,Inner Mongolia,Mainland China,44.0935,113.9448,2020-03-05,75,1,65,Inner Mongolia,
14936,Jiangsu,Mainland China,32.9711,119.455,2020-03-05,631,0,583,Jiangsu,
14937,Jiangxi,Mainland China,27.614,115.7221,2020-03-05,935,1,901,Jiangxi,
14938,Jilin,Mainland China,43.6661,126.1923,2020-03-05,93,1,88,Jilin,
14939,Liaoning,Mainland China,41.2956,122.6085,2020-03-05,125,1,106,Liaoning,
14940,Ningxia,Mainland China,37.2692,106.1655,2020-03-05,75,0,69,Ningxia,
14941,Qinghai,Mainland China,35.7452,95.9956,2020-03-05,18,0,18,Qinghai,
14942,Shaanxi,Mainland China,35.1917,108.8701,2020-03-05,245,1,224,Shaanxi,
14943,Shandong,Mainland China,36.3427,118.1498,2020-03-05,758,6,578,Shandong,
14944,Shanghai,Mainland China,31.201999999999998,121.4491,2020-03-05,339,3,303,Shanghai,
14945,Shanxi,Mainland China,37.5777,112.2922,2020-03-05,133,0,126,Shanxi,
14946,Sichuan,Mainland China,30.6171,102.7103,2020-03-05,539,3,425,Sichuan,
14947,Tianjin,Mainland China,39.3054,117.323,2020-03-05,136,3,128,Tianjin,
14948,Tibet,Mainland China,31.6927,88.0924,2020-03-05,1,0,1,Tibet,
14949,Xinjiang,Mainland China,41.1129,85.2401,2020-03-05,76,3,70,Xinjiang,
14950,Yunnan,Mainland China,24.974,101.48700000000001,2020-03-05,174,2,169,Yunnan,
14951,Zhejiang,Mainland China,29.1832,120.0934,2020-03-05,1215,1,1124,Zhejiang,
14952,,Thailand,15.0,101.0,2020-03-05,47,1,31,Bangkok,
14953,,Japan,36.0,138.0,2020-03-05,360,6,43,Hiraide,
14954,"King County, WA",US,47.6062,-122.3321,2020-03-05,51,10,1,Washington,King County
14955,"Cook County, IL",US,41.7377,-87.6976,2020-03-05,5,0,2,Illinois,Cook County
14956,,Singapore,1.2833,103.8333,2020-03-05,117,0,78,Singapore,
14957,,France,47.0,2.0,2020-03-05,377,6,12,Paris,
14958,,Nepal,28.1667,84.25,2020-03-05,1,0,1,Kathmandu,
14959,,Malaysia,2.5,112.5,2020-03-05,50,0,22,Sarawak,
14960,British Columbia,Canada,49.2827,-123.1207,2020-03-05,13,0,3,British Columbia,
14961,"Los Angeles, CA",US,34.0522,-118.2437,2020-03-05,11,0,0,California,Los Angeles
14962,New South Wales,Australia,-33.8688,151.2093,2020-03-05,22,1,4,New South Wales,
14963,Victoria,Australia,-37.8136,144.9631,2020-03-05,10,0,7,Victoria,
14964,Queensland,Australia,-28.0167,153.4,2020-03-05,13,0,8,Queensland,
14965,,Cambodia,11.55,104.9167,2020-03-05,1,0,1,Phnom Penh,
14966,,Sri Lanka,7.0,81.0,2020-03-05,1,0,1,Sri Jayawardenapura Kotte,
14967,,Germany,51.0,9.0,2020-03-05,482,0,16,Berlin,
14968,,Finland,64.0,26.0,2020-03-05,12,0,1,Helsinki,
14969,,United Arab Emirates,24.0,54.0,2020-03-05,29,0,5,Abu Dhabi,
14970,,Philippines,13.0,122.0,2020-03-05,3,1,1,Manila,
14971,,India,21.0,78.0,2020-03-05,30,0,3,New Delhi,
14972,,Italy,43.0,12.0,2020-03-05,3858,148,414,Rome,
14973,,United Kingdom,55.0,-3.0,2020-03-05,115,1,8,London,
14974,,Sweden,63.0,16.0,2020-03-05,94,0,0,Stockholm,
14975,,Spain,40.0,-4.0,2020-03-05,259,3,2,Toledo,
14976,South Australia,Australia,-34.9285,138.6007,2020-03-05,5,0,2,South Australia,
14977,"San Benito, CA",US,36.5761,-120.9876,2020-03-05,2,0,0,California,San Benito
14978,,Belgium,50.8333,4.0,2020-03-05,50,0,1,Brussels,
14979,Diamond Princess cruise ship,Others,35.4437,139.638,2020-03-05,706,6,10,Diamond Princess cruise ship,
14980,"San Diego County, CA",US,32.7157,-117.1611,2020-03-05,3,0,1,California,San Diego County
14981,,Egypt,26.0,30.0,2020-03-05,3,0,1,Cairo,
14982,From Diamond Princess,Australia,35.4437,139.638,2020-03-05,0,0,0,From Diamond Princess,
14983,,Lebanon,33.8547,35.8623,2020-03-05,16,0,1,Zahlé,
14984,"Humboldt County, CA",US,40.745,-123.8695,2020-03-05,1,0,0,California,Humboldt County
14985,"Sacramento County, CA",US,38.4747,-121.3542,2020-03-05,2,0,0,California,Sacramento County
14986,,Iraq,33.0,44.0,2020-03-05,35,2,0,Fallujah,
14987,,Oman,21.0,57.0,2020-03-05,16,0,2,Muscat,
14988,,Afghanistan,33.0,65.0,2020-03-05,1,0,0,Baghran,
14989,,Bahrain,26.0275,50.55,2020-03-05,55,0,0,Manama,
14990,,Kuwait,29.5,47.75,2020-03-05,58,0,0,Kuwait City,
14991,,Algeria,28.0339,1.6596,2020-03-05,12,0,0,Timokten,
14992,,Croatia,45.1,15.2,2020-03-05,10,0,0,Jezerane,
14993,,Switzerland,46.8182,8.2275,2020-03-05,114,1,3,Bern,
14994,,Austria,47.5162,14.5501,2020-03-05,41,0,0,Vienna,
14995,,Israel,31.0,35.0,2020-03-05,16,0,1,Jerusalem,
14996,,Pakistan,30.3753,69.3451,2020-03-05,5,0,0,Balochistan,
14997,,Brazil,-14.235,-51.9253,2020-03-05,4,0,0,Brasília,
14998,,Georgia,42.3154,43.3569,2020-03-05,4,0,0,Imereti,
14999,,Greece,39.0742,21.8243,2020-03-05,31,0,0,Fournas,
15000,,North Macedonia,41.6086,21.7453,2020-03-05,1,0,0,Vojnica,
15001,,Norway,60.472,8.4689,2020-03-05,87,0,0,Hol,
15002,,Romania,45.9432,24.9668,2020-03-05,6,0,1,Jibert,
15003,,Denmark,56.2639,9.5018,2020-03-05,10,0,0,Copenhagen,
15004,,Estonia,58.5953,25.0136,2020-03-05,3,0,0,Tallinn,
15005,,Netherlands,52.1326,5.2913,2020-03-05,82,0,0,Amsterdam,
15006,,San Marino,43.9424,12.4578,2020-03-05,21,1,0,San Marino,
15007,,Belarus,53.7098,27.9534,2020-03-05,6,0,0,Minsk,
15008,,Iceland,64.9631,-19.0208,2020-03-05,34,0,0,Skagafjörður,
15009,,Lithuania,55.1694,23.8813,2020-03-05,1,0,0,Vilnius,
15010,,Mexico,23.6345,-102.5528,2020-03-05,5,0,1,Zacatecas,
15011,,New Zealand,-40.9006,174.886,2020-03-05,3,0,0,Wellington,
15012,,Nigeria,9.082,8.6753,2020-03-05,1,0,0,Abuja,
15013,Western Australia,Australia,-31.9505,115.8605,2020-03-05,3,1,0,Western Australia,
15014,,Ireland,53.1424,-7.6921,2020-03-05,6,0,0,Dublin,
15015,,Luxembourg,49.8153,6.1296,2020-03-05,1,0,0,Luxembourg,
15016,,Monaco,43.7333,7.4167,2020-03-05,1,0,0,Monaco,
15017,,Qatar,25.3548,51.1839,2020-03-05,8,0,0,Doha,
15018,"Snohomish County, WA",US,48.033,-121.8339,2020-03-05,18,1,0,Washington,Snohomish County
15019,,Ecuador,-1.8312,-78.1834,2020-03-05,13,0,0,Quito,
15020,,Azerbaijan,40.1431,47.5769,2020-03-05,6,0,0,Agjabadi,
15021,,Czech Republic,49.8175,15.472999999999999,2020-03-05,12,0,0,Prague,
15022,,Armenia,40.0691,45.0382,2020-03-05,1,0,0,Yerevan,
15023,,Dominican Republic,18.7357,-70.1627,2020-03-05,1,0,0,Yamasá,
15024,,Indonesia,-0.7893,113.9213,2020-03-05,2,0,0,Jakarta,
15025,,Portugal,39.3999,-8.2245,2020-03-05,8,0,0,Lisbon,
15026,,Andorra,42.5063,1.5218,2020-03-05,1,0,0,Andorra la Vella,
15027,Tasmania,Australia,-41.4545,145.9707,2020-03-05,1,0,0,Tasmania,
15028,,Latvia,56.8796,24.6032,2020-03-05,1,0,0,LV-5015,
15029,,Morocco,31.7917,-7.0926,2020-03-05,2,0,0,Rabat,
15030,,Saudi Arabia,24.0,45.0,2020-03-05,5,0,0,Riyadh,
15031,,Senegal,14.4974,-14.4524,2020-03-05,4,0,0,Tambacounda,
15032,"Grafton County, NH",US,43.9088,-71.82600000000001,2020-03-05,2,0,0,New Hampshire,Grafton County
15033,"Hillsborough, FL",US,27.9904,-82.3018,2020-03-05,2,0,0,Florida,Hillsborough
15034,"Placer County, CA",US,39.0916,-120.8039,2020-03-05,2,1,0,California,Placer County
15035,"San Mateo, CA",US,37.563,-122.3255,2020-03-05,2,0,0,California,San Mateo
15036,"Sonoma County, CA",US,38.578,-122.9888,2020-03-05,1,0,0,California,Sonoma County
15037,"Umatilla, OR",US,45.775,-118.7606,2020-03-05,1,0,0,Oregon,Umatilla
15038,"Fulton County, GA",US,33.8034,-84.3963,2020-03-05,2,0,0,Georgia,Fulton County
15039,"Washington County, OR",US,45.547,-123.1386,2020-03-05,2,0,0,Oregon,Washington County
15040,,Argentina,-38.4161,-63.6167,2020-03-05,1,0,0,Buenos Aires,
15041,,Chile,-35.6751,-71.543,2020-03-05,4,0,0,Maule,
15042,,Jordan,31.24,36.51,2020-03-05,1,0,0,Amman,
15043,"Norfolk County, MA",US,42.1767,-71.1449,2020-03-05,1,0,0,Massachusetts,Norfolk County
15044,"Maricopa County, AZ",US,33.2918,-112.4291,2020-03-05,1,0,1,Arizona,Maricopa County
15045,"Wake County, NC",US,35.8032,-78.5661,2020-03-05,1,0,0,North Carolina,Wake County
15046,"Wetchester County, NY",US,41.122,-73.7949,2020-03-05,18,0,0,New York,Wetchester County
15047,,Ukraine,48.3794,31.1656,2020-03-05,1,0,0,Kiev,
15048,,Saint Barthelemy,17.9,-62.8333,2020-03-05,3,0,0,Saint Barthelemy,
15049,"Orange County, CA",US,33.7879,-117.8531,2020-03-05,3,0,0,California,Orange County
15050,,Hungary,47.1625,19.5033,2020-03-05,2,0,0,erdészet,
15051,Northern Territory,Australia,-12.4634,130.8456,2020-03-05,1,0,0,Northern Territory,
15052,,Faroe Islands,61.8926,-6.9118,2020-03-05,1,0,0,Sandoy,
15053,,Gibraltar,36.1408,-5.3536,2020-03-05,1,0,0,Gibraltar,
15054,,Liechtenstein,47.14,9.55,2020-03-05,1,0,0,Vaduz,
15055,,Poland,51.9194,19.1451,2020-03-05,1,0,0,Warsaw,
15056,,Tunisia,34.0,9.0,2020-03-05,1,0,0,Tunis,
15057,"Contra Costa County, CA",US,37.8534,-121.9018,2020-03-05,1,0,0,California,Contra Costa County
15058,,Bosnia and Herzegovina,43.9159,17.6791,2020-03-05,2,0,0,Sarajevo,
15059,,Slovenia,46.1512,14.9955,2020-03-05,2,0,0,Ljubljana,
15060,"Bergen County, NJ",US,40.9263,-74.077,2020-03-05,2,0,0,New Jersey,Bergen County
15061,"Harris County, TX",US,29.7752,-95.3103,2020-03-05,2,0,0,Texas,Harris County
15062,"San Francisco County, CA",US,37.7749,-122.4194,2020-03-05,2,0,0,California,San Francisco County
15063,,South Africa,-30.5595,22.9375,2020-03-05,1,0,0,Pretoria,
15064,"Clark County, NV",US,36.0796,-115.094,2020-03-05,1,0,0,Nevada,Clark County
15065,"Fort Bend County, TX",US,29.5693,-95.8143,2020-03-05,1,0,0,Texas,Fort Bend County
15066,"Grant County, WA",US,47.1981,-119.3732,2020-03-05,1,0,0,Washington,Grant County
15067,"Santa Rosa County, FL",US,30.769000000000002,-86.9824,2020-03-05,1,0,0,Florida,Santa Rosa County
15068,"Williamson County, TN",US,35.9179,-86.8622,2020-03-05,1,0,0,Tennessee,Williamson County
15069,"New York County, NY",US,40.7128,-74.006,2020-03-05,4,0,0,New York,New York County
15070,"Montgomery County, MD",US,39.1547,-77.2405,2020-03-05,0,0,0,Maryland,Montgomery County
15071,"Suffolk County, MA",US,42.3601,-71.0589,2020-03-05,1,0,1,Massachusetts,Suffolk County
15072,"Denver County, CO",US,39.7392,-104.9903,2020-03-05,0,0,0,Colorado,Denver County
15073,"Summit County, CO",US,39.5912,-106.064,2020-03-05,0,0,0,Colorado,Summit County
15074,,Bhutan,27.5142,90.4336,2020-03-05,0,0,0,Trongsa,
15075,,Cameroon,3.8480000000000003,11.5021,2020-03-05,0,0,0,Yaounde,
15076,,Colombia,4.5709,-74.2973,2020-03-05,0,0,0,Cundinamarca,
15077,,Costa Rica,9.7489,-83.7534,2020-03-05,0,0,0,San José,
15078,,Peru,-9.19,-75.0152,2020-03-05,0,0,0,Lima,
15079,,Serbia,44.0165,21.0059,2020-03-05,0,0,0,Maršić,
15080,,Slovakia,48.669,19.699,2020-03-05,0,0,0,Bratislava,
15081,,Togo,8.6195,0.8248,2020-03-05,0,0,0,Sotouboua,
15082,"Chatham County, NC",US,35.7211,-79.1781,2020-03-05,0,0,0,North Carolina,Chatham County
15083,"Delaware County, PA",US,39.9078,-75.3879,2020-03-05,0,0,0,Pennsylvania,Delaware County
15084,"Douglas County, NE",US,41.3148,-96.1951,2020-03-05,0,0,0,Nebraska,Douglas County
15085,"Fayette County, KY",US,38.0606,-84.4803,2020-03-05,0,0,0,Kentucky,Fayette County
15086,"Marion County, IN",US,39.8362,-86.1752,2020-03-05,0,0,0,Indiana,Marion County
15087,"Middlesex County, MA",US,42.4672,-71.2874,2020-03-05,0,0,0,Massachusetts,Middlesex County
15088,"Nassau County, NY",US,40.6546,-73.5594,2020-03-05,1,0,0,New York,Nassau County
15089,"Ramsey County, MN",US,44.9964,-93.0616,2020-03-05,0,0,0,Minnesota,Ramsey County
15090,"Washoe County, NV",US,40.5608,-119.6035,2020-03-05,0,0,0,Nevada,Washoe County
15091,"Wayne County, PA",US,41.6739,-75.2479,2020-03-05,0,0,0,Pennsylvania,Wayne County
15092,"Yolo County, CA",US,38.7646,-121.9018,2020-03-05,0,0,0,California,Yolo County
15093,"Santa Clara County, CA",US,37.3541,-121.9552,2020-03-05,20,0,1,California,Santa Clara County
15094,,French Guiana,3.9339,-53.1258,2020-03-05,0,0,0,Saint-Elie,
15095,,Malta,35.9375,14.3754,2020-03-05,0,0,0,Mgarr,
15096,"Douglas County, CO",US,39.2587,-104.9389,2020-03-05,0,0,0,Colorado,Douglas County
15097,"Providence County, RI",US,41.8882,-71.4774,2020-03-05,2,0,0,Rhode Island,Providence County
15098,,Martinique,14.6415,-61.0242,2020-03-05,0,0,0,Martinique,
15099,"Alameda County, CA",US,37.6017,-121.7195,2020-03-05,1,0,0,California,Alameda County
15100,"Broward County, FL",US,26.1901,-80.3659,2020-03-05,0,0,0,Florida,Broward County
15101,"Lee County, FL",US,26.663,-81.9535,2020-03-05,0,0,0,Florida,Lee County
15102,"Pinal County, AZ",US,32.8162,-111.2845,2020-03-05,0,0,0,Arizona,Pinal County
15103,"Rockland County, NY",US,41.1489,-73.983,2020-03-05,0,0,0,New York,Rockland County
15104,"Saratoga County, NY",US,43.0324,-73.936,2020-03-05,0,0,0,New York,Saratoga County
15105,"Charleston County, SC",US,32.7957,-79.7848,2020-03-05,0,0,0,South Carolina,Charleston County
15106,"Clark County, WA",US,45.7466,-122.5194,2020-03-05,0,0,0,Washington,Clark County
15107,"Cobb County, GA",US,33.8999,-84.5641,2020-03-05,0,0,0,Georgia,Cobb County
15108,"Davis County, UT",US,40.9629,-112.0953,2020-03-05,0,0,0,Utah,Davis County
15109,"El Paso County, CO",US,38.9108,-104.4723,2020-03-05,0,0,0,Colorado,El Paso County
15110,"Honolulu County, HI",US,21.307,-157.8584,2020-03-05,0,0,0,Hawaii,Honolulu County
15111,"Jackson County, OR ",US,42.3345,-122.7647,2020-03-05,0,0,0,Oregon,Jackson County
15112,"Jefferson County, WA",US,47.7425,-123.304,2020-03-05,0,0,0,Washington,Jefferson County
15113,"Kershaw County, SC",US,34.3672,-80.5883,2020-03-05,0,0,0,South Carolina,Kershaw County
15114,"Klamath County, OR",US,42.6953,-121.6142,2020-03-05,0,0,0,Oregon,Klamath County
15115,"Madera County, CA",US,37.2519,-119.6963,2020-03-05,0,0,0,California,Madera County
15116,"Pierce County, WA",US,47.0676,-122.1295,2020-03-05,0,0,0,Washington,Pierce County
15117,"Tulsa County, OK",US,36.1593,-95.941,2020-03-05,0,0,0,Oklahoma,Tulsa County
15118,,Bulgaria,42.7339,25.4858,2020-03-05,0,0,0,Sofia,
15119,,Maldives,3.2028,73.2207,2020-03-05,0,0,0,Malé,
15120,"Montgomery County, PA",US,40.229,-75.3879,2020-03-05,0,0,0,Pennsylvania,Montgomery County
15121,,Bangladesh,23.685,90.3563,2020-03-05,0,0,0,Dhaka,
15122,"Fairfax County, VA",US,38.9085,-77.2405,2020-03-05,0,0,0,Virginia,Fairfax County
15123,"Rockingham County, NH",US,42.9931,-71.0498,2020-03-05,0,0,0,New Hampshire,Rockingham County
15124,"Washington, D.C.",US,38.9072,-77.0369,2020-03-05,0,0,0,"Washington, D.C.",Washington
15125,,Paraguay,-23.4425,-58.4438,2020-03-05,0,0,0,Asunción,
15126,"Berkshire County, MA",US,42.3118,-73.1822,2020-03-05,0,0,0,Massachusetts,Berkshire County
15127,"Davidson County, TN",US,36.1343,-86.822,2020-03-05,0,0,0,Tennessee,Davidson County
15128,"Douglas County, OR",US,43.1261,-123.2492,2020-03-05,0,0,0,Oregon,Douglas County
15129,"Fresno County, CA",US,36.9859,-119.2321,2020-03-05,0,0,0,California,Fresno County
15130,"Harford County, MD",US,39.5839,-76.3637,2020-03-05,0,0,0,Maryland,Harford County
15131,"Hendricks County, IN",US,39.8065,-86.5401,2020-03-05,0,0,0,Indiana,Hendricks County
15132,"Hudson County, NJ",US,40.7453,-74.0535,2020-03-05,0,0,0,New Jersey,Hudson County
15133,"Johnson County, KS",US,38.8454,-94.8521,2020-03-05,0,0,0,Kansas,Johnson County
15134,"Kittitas County, WA",US,47.175,-120.9319,2020-03-05,0,0,0,Washington,Kittitas County
15135,"Manatee County, FL",US,27.4799,-82.3452,2020-03-05,0,0,0,Florida,Manatee County
15136,"Marion County, OR",US,44.8446,-122.5927,2020-03-05,0,0,0,Oregon,Marion County
15137,"Okaloosa County, FL",US,30.5773,-86.6611,2020-03-05,0,0,0,Florida,Okaloosa County
15138,"Polk County, GA",US,34.0132,-85.1479,2020-03-05,0,0,0,Georgia,Polk County
15139,"Riverside County, CA",US,33.9533,-117.3961,2020-03-05,0,0,0,California,Riverside County
15140,"Shelby County, TN",US,35.1269,-89.9253,2020-03-05,0,0,0,Tennessee,Shelby County
15141,"St. Louis County, MO",US,38.6103,-90.4125,2020-03-05,0,0,0,Missouri,St. Louis County
15142,"Suffolk County, NY",US,40.9849,-72.6151,2020-03-05,0,0,0,New York,Suffolk County
15143,"Ulster County, NY",US,41.8586,-74.3118,2020-03-05,0,0,0,New York,Ulster County
15144,"Volusia County, FL",US,29.028000000000002,-81.0755,2020-03-05,0,0,0,Florida,Volusia County
15145,Ontario,Canada,51.2538,-85.3232,2020-03-05,22,0,3,Ontario,
15146,Alberta,Canada,53.9333,-116.5765,2020-03-05,0,0,0,Alberta,
15147,Quebec,Canada,52.9399,-73.5491,2020-03-05,2,0,0,Quebec,
15148,"Johnson County, IA",US,41.6699,-91.5984,2020-03-05,0,0,0,Iowa,Johnson County
15149,,Albania,41.1533,20.1683,2020-03-05,0,0,0,E852,
15150,,Cyprus,35.1264,33.4299,2020-03-05,0,0,0,Nicosia,
15151,"Harrison County, KY",US,38.4333,-84.3542,2020-03-05,0,0,0,Kentucky,Harrison County
15152,,Brunei,4.5353,114.7277,2020-03-05,0,0,0,Rambai,
15153,"Bennington County, VT",US,43.0279,-73.135,2020-03-05,0,0,0,Vermont,Bennington County
15154,"Carver County, MN",US,44.8254,-93.7842,2020-03-05,0,0,0,Minnesota,Carver County
15155,"Charlotte County, FL",US,26.8946,-81.9098,2020-03-05,0,0,0,Florida,Charlotte County
15156,"Cherokee County, GA",US,34.2515,-84.4803,2020-03-05,0,0,0,Georgia,Cherokee County
15157,"Collin County, TX",US,33.1795,-96.493,2020-03-05,0,0,0,Texas,Collin County
15158,"Jefferson County, KY",US,38.1938,-85.6435,2020-03-05,0,0,0,Kentucky,Jefferson County
15159,"Jefferson Parish, LA",US,29.6499,-90.1121,2020-03-05,0,0,0,Louisiana,Jefferson Parish
15160,"Shasta County, CA",US,40.7909,-121.8474,2020-03-05,0,0,0,California,Shasta County
15161,"Spartanburg County, SC",US,34.8606,-81.9535,2020-03-05,0,0,0,South Carolina,Spartanburg County
15162,,Iran,32.0,53.0,2020-03-05,3513,107,739,Tehran,
15163,,Republic of Korea,36.0,128.0,2020-03-05,6088,35,41,Gyeongsangbuk-do,
15164,Washington,US,47.4009,-121.4905,2020-03-05,0,0,0,Washington,Washington
15165,New York,US,42.1657,-74.9481,2020-03-05,0,0,0,New York,New York
15166,California,US,36.1162,-119.6816,2020-03-05,0,0,0,California,California
15167,Hong Kong,Hong Kong SAR,22.3,114.2,2020-03-05,105,2,43,Hong Kong,
15168,Massachusetts,US,42.2302,-71.5301,2020-03-05,0,0,0,Massachusetts,Massachusetts
15169,Taiwan,Taipei and environs,23.7,121.0,2020-03-05,44,1,12,Taiwan,
15170,Diamond Princess,US,35.4437,139.638,2020-03-05,45,0,0,Diamond Princess,Diamond Princess
15171,,Vietnam,16.0,108.0,2020-03-05,16,0,16,Hanoi,
15172,,occupied Palestinian territory,31.9522,35.2332,2020-03-05,4,0,0,occupied Palestinian territory,
15173,Grand Princess,US,37.6489,-122.6655,2020-03-05,0,0,0,Grand Princess,Grand Princess
15174,Georgia,US,33.0406,-83.6431,2020-03-05,0,0,0,Georgia,Georgia
15175,Colorado,US,39.0598,-105.3111,2020-03-05,0,0,0,Colorado,Colorado
15176,Florida,US,27.7663,-81.6868,2020-03-05,0,0,0,Florida,Florida
15177,New Jersey,US,40.2989,-74.521,2020-03-05,0,0,0,New Jersey,New Jersey
15178,Oregon,US,44.571999999999996,-122.0709,2020-03-05,0,0,0,Oregon,Oregon
15179,Texas,US,31.0545,-97.5635,2020-03-05,0,0,0,Texas,Texas
15180,Illinois,US,40.3495,-88.9861,2020-03-05,0,0,0,Illinois,Illinois
15181,Pennsylvania,US,40.5908,-77.2098,2020-03-05,0,0,0,Pennsylvania,Pennsylvania
15182,Macau,Macao SAR,22.1667,113.55,2020-03-05,10,0,9,Macau,
15183,,Russian Federation,60.0,90.0,2020-03-05,4,0,2,Russia,
15184,Iowa,US,42.0115,-93.2105,2020-03-05,0,0,0,Iowa,Iowa
15185,Maryland,US,39.0639,-76.8021,2020-03-05,0,0,0,Maryland,Maryland
15186,North Carolina,US,35.6301,-79.8064,2020-03-05,0,0,0,North Carolina,North Carolina
15187,South Carolina,US,33.8569,-80.945,2020-03-05,0,0,0,South Carolina,South Carolina
15188,Tennessee,US,35.7478,-86.6923,2020-03-05,0,0,0,Tennessee,Tennessee
15189,Virginia,US,37.7693,-78.17,2020-03-05,0,0,0,Virginia,Virginia
15190,Arizona,US,33.7298,-111.4312,2020-03-05,0,0,0,Arizona,Arizona
15191,Indiana,US,39.8494,-86.2583,2020-03-05,0,0,0,Indiana,Indiana
15192,Kentucky,US,37.6681,-84.6701,2020-03-05,0,0,0,Kentucky,Kentucky
15193,District of Columbia,US,38.8974,-77.0268,2020-03-05,0,0,0,District of Columbia,District of Columbia
15194,Nevada,US,38.3135,-117.0554,2020-03-05,0,0,0,Nevada,Nevada
15195,New Hampshire,US,43.4525,-71.5639,2020-03-05,0,0,0,New Hampshire,New Hampshire
15196,,Moldova,47.4116,28.3699,2020-03-05,0,0,0,Chisinau,
15197,Minnesota,US,45.6945,-93.9002,2020-03-05,0,0,0,Minnesota,Minnesota
15198,Nebraska,US,41.1254,-98.2681,2020-03-05,0,0,0,Nebraska,Nebraska
15199,Ohio,US,40.3888,-82.7649,2020-03-05,0,0,0,Ohio,Ohio
15200,Rhode Island,US,41.6809,-71.5118,2020-03-05,0,0,0,Rhode Island,Rhode Island
15201,Wisconsin,US,44.2685,-89.6165,2020-03-05,0,0,0,Wisconsin,Wisconsin
15202,,Saint Martin,18.0708,-63.0501,2020-03-05,0,0,0,Marigot,
15203,Connecticut,US,41.5978,-72.7554,2020-03-05,0,0,0,Connecticut,Connecticut
15204,Hawaii,US,21.0943,-157.4983,2020-03-05,0,0,0,Hawaii,Hawaii
15205,Oklahoma,US,35.5653,-96.9289,2020-03-05,0,0,0,Oklahoma,Oklahoma
15206,Utah,US,40.15,-111.8624,2020-03-05,0,0,0,Utah,Utah
15207,,Burkina Faso,12.2383,-1.5616,2020-03-05,0,0,0,Kadiogo,
15208,,Channel Islands,49.3723,-2.3644,2020-03-05,0,0,0,Channel Islands,
15209,,Vatican City,41.9029,12.4534,2020-03-05,0,0,0,Vatican City,
15210,,Mongolia,46.8625,103.8467,2020-03-05,0,0,0,Burd,
15211,,Panama,8.538,-80.7821,2020-03-05,0,0,0,Panama City,
15212,Kansas,US,38.5266,-96.7265,2020-03-05,0,0,0,Kansas,Kansas
15213,Louisiana,US,31.1695,-91.8678,2020-03-05,0,0,0,Louisiana,Louisiana
15214,Missouri,US,38.4561,-92.2884,2020-03-05,0,0,0,Missouri,Missouri
15215,Vermont,US,44.0459,-72.7107,2020-03-05,0,0,0,Vermont,Vermont
15216,Alaska,US,61.3707,-152.4044,2020-03-05,0,0,0,Alaska,Alaska
15217,Arkansas,US,34.9697,-92.3731,2020-03-05,0,0,0,Arkansas,Arkansas
15218,Delaware,US,39.3185,-75.5071,2020-03-05,0,0,0,Delaware,Delaware
15219,Idaho,US,44.2405,-114.4788,2020-03-05,0,0,0,Idaho,Idaho
15220,Maine,US,44.6939,-69.3819,2020-03-05,0,0,0,Maine,Maine
15221,Michigan,US,43.3266,-84.5361,2020-03-05,0,0,0,Michigan,Michigan
15222,Mississippi,US,32.7416,-89.6787,2020-03-05,0,0,0,Mississippi,Mississippi
15223,Montana,US,46.9219,-110.4544,2020-03-05,0,0,0,Montana,Montana
15224,New Mexico,US,34.8405,-106.2485,2020-03-05,0,0,0,New Mexico,New Mexico
15225,North Dakota,US,47.5289,-99.78399999999999,2020-03-05,0,0,0,North Dakota,North Dakota
15226,South Dakota,US,44.2998,-99.4388,2020-03-05,0,0,0,South Dakota,South Dakota
15227,West Virginia,US,38.4912,-80.9545,2020-03-05,0,0,0,West Virginia,West Virginia
15228,Wyoming,US,42.756,-107.3025,2020-03-05,0,0,0,Wyoming,Wyoming
15229,"Kitsap, WA",US,47.6477,-122.6413,2020-03-05,0,0,0,Washington,Kitsap
15230,"Solano, CA",US,38.3105,-121.9018,2020-03-05,0,0,0,California,Solano
15231,"Santa Cruz, CA",US,37.0454,-121.958,2020-03-05,0,0,0,California,Santa Cruz
15232,"Napa, CA",US,38.5025,-122.2654,2020-03-05,0,0,0,California,Napa
15233,"Ventura, CA",US,34.3705,-119.1391,2020-03-05,0,0,0,California,Ventura
15234,"Worcester, MA",US,42.4097,-71.8571,2020-03-05,0,0,0,Massachusetts,Worcester
15235,"Gwinnett, GA",US,33.9191,-84.0167,2020-03-05,0,0,0,Georgia,Gwinnett
15236,"DeKalb, GA",US,33.7956,-84.2279,2020-03-05,0,0,0,Georgia,DeKalb
15237,"Floyd, GA",US,37.5455,-82.7779,2020-03-05,0,0,0,Georgia,Floyd
15238,"Fayette, GA",US,33.4502,-84.4803,2020-03-05,0,0,0,Georgia,Fayette
15239,"Gregg, TX",US,32.4893,-94.8521,2020-03-05,0,0,0,Texas,Gregg
15240,"Monmouth, NJ",US,40.2589,-74.124,2020-03-05,0,0,0,New Jersey,Monmouth
15241,"Burlington, NJ",US,40.0712,-74.8649,2020-03-05,0,0,0,New Jersey,Burlington
15242,"Camden, NJ",US,39.9259,-75.1196,2020-03-05,0,0,0,New Jersey,Camden
15243,"Passaic, NJ",US,40.8568,-74.1285,2020-03-05,0,0,0,New Jersey,Passaic
15244,"Union, NJ",US,40.6976,-74.2632,2020-03-05,0,0,0,New Jersey,Union
